,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Aggregate,,,,,,,,,,,,,Auto,,,,,,,,,Switch/Scale,,,,,,,,Vault,,,,,,,,,,Endgame,,,,,,,,Miscellaneous,,,,,,,Awards,,,,,,,,,,,,,,,,,,,
team Number,nickname,home Championship,event,Week,winning Margin Elo,total Points,winning Margin,ranking Points,auto Points,teleop Excluding Endgame Points,endgame Points,auto Elo Points,scale Elo Points,switch and Scale Elo Points,win,opponent Switch Deactivated Seconds,placeholder,auto Run Points,auto Run Rate,auto Switch Ownership Seconds,auto Switch At Zero,auto Scale Ownership Seconds,auto Scale Ownership Margin,auto Ownership Points,auto Ownership Points Margin,auto Quest Ranking Point,teleop Switch Ownership Seconds,teleop Switch Force Seconds,teleop Switch Boost Seconds,teleop Scale Ownership Seconds,teleop Scale Force Seconds,teleop Scale Boost Seconds,teleop Ownership Points,teleop Ownership Points Margin,vault Force Played,vault Force Total,average Force Efficiency,vault Levitate Played,vault Levitate Total,average Levitate Efficiency,vault Boost Played,vault Boost Total,average Boost Efficiency,vault Points,parking Points,climbing Points,levitate Points,climb Rate,adjusted Levitate Rate,adjusted Climb Or Levitate Rate,adjusted Individual Endgame Points,face The Boss Ranking Point,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,tba Ranking Points Earned,Chairman's Strength (mCA),,,,,,,,,,,,,,,,,,,
2996,Cougars Gone Wired,Houston,Utah Regional,1,1630,146.44,101.82,0.97,5.51,108.70,24.32,-1.00,-1.00,-1.00,0.43,9.68,-1.00,6.04,1.00,-0.30,-0.03,0.04,0.52,-0.53,-1.50,-0.03,40.50,4.20,2.60,48.69,2.78,-0.81,90.98,65.06,1.02,1.23,0.22,1.26,1.23,0.30,0.86,1.09,0.04,17.72,3.40,8.40,12.52,0.31,0.22,0.53,17.69,0.06,-0.56,0.16,0.03,0.28,-2.00,7.92,-1.00,5678,,,,,,,,,,,,,,,,,,,
2998,VikingBots,Detroit,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,3,1408,55.58,-33.57,0.42,7.39,41.55,-6.27,-1.00,-1.00,-1.00,0.45,6.80,-1.00,5.91,0.93,0.96,0.21,-0.23,-0.27,1.48,0.02,0.24,35.12,-0.92,0.37,6.66,-0.27,1.18,43.32,-29.07,-0.11,-0.18,0.36,-0.65,-0.29,0.12,0.23,0.12,0.33,-1.77,3.10,-2.87,-6.50,0.36,0.07,0.43,14.29,-0.03,-0.25,1.11,0.35,0.29,7.46,12.89,-1.00,0,,,,,,,,,,,,,,,,,,,
2998,VikingBots,Detroit,CHS District Central Virginia Event,2,1405,42.66,-30.13,0.00,-0.07,34.34,0.42,-1.00,-1.00,-1.00,-0.04,13.09,-1.00,-0.05,0.08,-0.06,-0.03,0.06,0.33,-0.02,-2.80,-0.13,34.44,-0.93,0.35,4.36,-0.83,-0.71,38.43,-4.11,-0.28,-0.35,0.40,-0.27,-0.31,0.33,-0.11,-0.15,0.32,-4.09,0.76,2.33,-2.67,0.08,0.11,0.19,6.25,0.00,0.00,0.62,0.20,0.19,5.07,7.94,-1.00,0,,,,,,,,,,,,,,,,,,,
3003,TAN(X),Detroit,Finger Lakes Regional ,3,1560,89.34,-7.31,0.78,5.96,65.41,18.33,-1.00,-1.00,-1.00,0.31,12.11,-1.00,4.08,1.00,1.67,0.26,-0.73,-2.89,1.88,1.95,0.38,32.32,-1.68,0.17,29.65,-1.36,-1.68,60.46,11.45,-0.49,-0.25,0.23,0.99,1.03,0.28,-0.20,0.21,0.07,4.95,0.70,7.73,9.90,0.58,0.17,0.75,23.33,0.03,0.05,0.05,0.30,-0.02,7.82,-0.35,-1.00,1010,,,,,,,,,,,,,,,,,,,
3003,TAN(X),Detroit,Central New York Regional,1,1557,106.34,33.39,1.09,5.72,75.01,17.43,-1.00,-1.00,-1.00,0.36,10.24,-1.00,4.05,0.94,1.51,0.32,-0.67,-1.48,1.66,1.23,0.21,42.08,2.37,-0.34,25.88,-0.04,-0.01,67.62,34.17,0.25,0.34,0.27,0.60,0.73,0.30,-0.03,0.41,0.12,7.39,2.14,9.28,6.01,0.44,0.23,0.67,21.56,-0.03,0.08,0.05,0.36,0.32,9.44,8.18,-1.00,1010,,,,,,,,,,,,,,,,,,,
3004,Bronx Knights,Detroit,New York City Regional,6,1468,8.35,-99.08,-0.11,1.97,8.23,-2.87,-1.00,-1.00,-1.00,0.27,-1.76,-1.00,2.16,0.50,0.30,0.04,-0.40,-0.42,-0.20,-3.94,-0.07,13.79,-0.38,-1.43,-3.35,-0.77,-1.31,7.70,-58.82,-0.30,-0.03,0.24,-0.45,0.27,-0.09,-0.12,-0.14,0.31,0.53,0.48,1.12,-4.47,0.00,0.13,0.13,5.00,-0.02,-0.31,0.65,0.47,-0.09,10.35,1.03,-1.00,103,,,,,,,,,,,,,,,,,,,
3005,RoboChargers,Houston,Colorado Regional,4,1817,178.10,142.87,0.93,17.58,112.49,30.93,-1.00,-1.00,-1.00,0.25,54.44,-1.00,4.31,0.95,5.58,0.51,1.06,0.73,13.27,12.31,0.31,57.83,1.06,1.55,42.23,0.83,2.08,103.70,108.95,0.49,0.26,0.36,1.51,1.32,0.43,0.36,0.18,0.41,8.79,0.97,14.83,15.13,0.68,0.13,0.82,25.26,-0.01,0.28,0.18,0.33,0.65,9.62,17.09,-1.00,1786,,,,,,,,,,,,,,,,,,,
3005,RoboChargers,Houston,Dallas Regional,1,1786,216.25,245.45,1.97,16.82,154.44,37.50,-1.00,-1.00,-1.00,0.41,48.92,-1.00,5.82,0.87,5.43,0.64,0.07,0.06,11.00,11.43,0.61,71.30,0.60,5.55,57.42,2.89,3.14,137.40,162.96,0.88,0.64,0.39,1.67,1.51,0.40,1.40,1.25,0.20,17.03,-0.96,21.79,16.67,0.47,0.23,0.70,22.00,-0.02,-0.08,0.73,-0.26,0.15,-6.85,7.49,-1.00,1266,,,,,,,,,,,,,,,,,,,
3006,Red Rock Robotics,Houston,Idaho Regional,5,1451,62.99,-68.37,0.18,6.94,40.79,7.58,-1.00,-1.00,-1.00,0.39,-12.98,-1.00,4.47,1.00,-0.16,0.03,1.39,1.45,2.47,-1.01,0.14,30.99,0.25,-0.89,3.63,1.49,0.56,34.29,-62.35,0.33,0.27,0.26,0.59,0.73,0.26,0.28,0.30,0.22,6.50,2.15,-0.47,5.89,0.09,0.35,0.44,15.00,0.10,-0.26,1.04,-0.01,0.10,-1.47,7.67,-1.00,699,,,,,,,,,,,,,,,,,,,
3006,Red Rock Robotics,Houston,Utah Regional,1,1473,12.96,-129.09,-0.22,7.14,14.58,-9.72,-1.00,-1.00,-1.00,0.46,-9.05,-1.00,5.89,1.00,1.03,0.10,-0.41,-0.20,1.25,-4.31,0.01,26.14,-1.40,0.58,-7.97,-1.25,-0.19,18.56,-81.61,-0.34,-0.19,0.27,-0.29,-0.52,0.38,0.26,-0.09,0.41,-3.98,6.19,-12.99,-2.91,0.00,0.15,0.15,7.78,-0.03,0.21,0.07,-0.25,0.03,-5.30,1.07,-1.00,699,,,,,,,,,,,,,,,,,,,
3007,Robotitans,Detroit,Great Northern Regional,1,1504,63.55,-60.62,0.11,8.05,52.14,2.88,-1.00,-1.00,-1.00,0.33,-10.80,-1.00,4.64,0.82,1.48,0.16,0.23,0.56,3.41,-0.99,0.16,27.52,-0.18,3.30,15.43,0.50,0.04,46.29,-29.29,0.05,0.15,0.34,0.51,0.51,0.34,0.58,0.51,0.30,5.85,1.78,-4.40,5.51,0.09,0.17,0.26,10.45,0.04,0.29,0.47,0.23,-0.08,7.27,0.47,-1.00,289,,,,,,,,,,,,,,,,,,,
3008,Team Magma,Houston,Hawaii Regional,4,1619,129.88,51.03,0.39,5.66,56.28,22.73,-1.00,-1.00,-1.00,0.20,19.33,-1.00,3.78,0.93,0.83,0.07,0.11,0.24,1.88,-0.97,-0.01,43.19,2.50,2.90,-7.35,5.22,-0.06,38.68,-32.46,1.34,1.38,0.29,1.09,0.96,0.41,0.84,1.17,0.08,17.60,0.40,11.37,10.96,0.40,0.22,0.62,19.33,0.12,0.61,0.44,-0.56,1.72,-10.93,45.19,-1.00,4759,,,,,,,,,,,,,,,,,,,
3008,Team Magma,Houston,Southern Cross Regional,2,1555,102.12,-23.63,0.16,6.11,59.32,19.62,-1.00,-1.00,-1.00,0.16,5.99,-1.00,2.93,0.88,1.08,0.13,0.51,0.28,3.18,2.66,0.10,29.41,1.06,1.27,7.36,4.71,1.19,39.24,-28.05,1.03,1.40,0.19,1.34,1.25,0.37,0.77,1.37,-0.04,20.09,1.80,4.38,13.44,0.06,0.30,0.36,13.82,-0.01,-0.18,2.11,1.19,0.26,28.77,17.06,-1.00,4685,,,,,,,,,,,,,,,,,,,
3009,High Scalers,Houston,Las Vegas Regional,4,1578,136.90,41.24,0.83,6.63,103.96,15.80,-1.00,-1.00,-1.00,0.42,4.60,-1.00,3.84,0.94,2.03,0.33,-0.63,-0.70,2.79,0.86,0.24,48.82,1.23,1.52,40.41,1.80,3.04,93.78,46.10,0.50,0.61,0.29,0.64,0.49,0.45,0.86,0.93,0.17,10.17,2.71,6.47,6.61,0.06,0.26,0.32,12.35,0.06,-0.43,1.00,0.31,0.22,5.59,10.52,-1.00,1195,,,,,,,,,,,,,,,,,,,
3009,High Scalers,Houston,Arizona North Regional,2,1487,76.59,-77.77,-0.31,0.77,64.72,14.47,-1.00,-1.00,-1.00,0.18,3.49,-1.00,3.90,1.00,-1.47,-0.21,-0.10,0.15,-3.13,-12.57,-0.15,38.52,1.89,3.29,4.09,4.07,1.82,47.72,-36.96,1.03,1.20,0.23,0.67,1.21,0.08,0.85,0.99,0.16,16.99,4.31,3.50,6.66,0.11,0.22,0.33,11.67,0.03,-0.03,-0.30,1.13,-0.08,28.13,-3.37,-1.00,1195,,,,,,,,,,,,,,,,,,,
3010,The Red Plague,Detroit,Miami Valley Regional,1,1638,132.26,49.85,1.47,11.51,98.85,20.89,-1.00,-1.00,-1.00,0.37,7.10,-1.00,4.55,0.92,3.76,0.36,-0.28,-1.51,6.95,5.12,0.23,58.47,1.58,3.27,23.24,0.07,0.73,85.71,37.61,0.24,0.23,0.28,1.08,0.91,0.38,1.35,1.48,0.02,13.14,0.83,10.12,9.93,0.08,0.37,0.45,15.38,0.07,0.49,-0.07,-0.04,0.05,1.35,0.99,-1.00,1321,,,,,,,,,,,,,,,,,,,
3011,RoboWarriors,Detroit,Canadian Rockies Regional,6,1513,103.69,46.27,0.74,12.80,87.31,6.02,-1.00,-1.00,-1.00,0.25,25.88,-1.00,4.02,1.00,4.08,0.52,0.31,-0.29,8.79,8.92,0.28,53.90,-0.07,2.10,25.54,-0.22,1.15,82.69,45.35,-0.10,-0.11,0.39,0.34,0.63,0.19,0.28,0.41,0.33,4.62,1.32,0.80,3.90,0.14,0.14,0.29,9.29,-0.04,-0.10,-0.01,-0.11,-0.09,-3.37,-2.37,-1.00,1176,,,,,,,,,,,,,,,,,,,
3011,RoboWarriors,Detroit,Las Vegas Regional,4,1444,39.12,-108.21,0.29,7.01,31.63,-2.77,-1.00,-1.00,-1.00,0.33,-10.51,-1.00,5.42,1.00,1.17,0.19,-0.37,-0.51,1.59,-0.77,0.23,22.67,0.66,-1.64,11.16,1.92,-1.67,30.52,-57.28,0.39,0.40,0.40,0.02,0.56,0.01,-0.51,-0.74,0.41,1.12,2.13,-5.05,0.15,0.00,0.21,0.21,7.08,-0.04,0.65,-0.46,0.18,0.22,7.77,3.24,-1.00,1176,,,,,,,,,,,,,,,,,,,
3013,Zombots,Houston,Sacramento Regional,4,1408,62.68,-31.04,-0.09,8.02,40.96,0.13,-1.00,-1.00,-1.00,-0.06,-13.13,-1.00,1.62,0.25,3.68,0.28,-0.47,-0.24,6.41,4.14,-0.10,30.87,1.28,3.21,13.31,-1.26,-1.05,46.33,-25.80,-0.29,-0.33,0.35,-0.13,-0.11,0.34,-0.34,-0.64,0.68,-5.37,1.70,-0.20,-1.38,0.00,0.29,0.29,8.75,0.03,-0.34,0.18,-0.23,0.51,-7.48,13.59,-1.00,151,,,,,,,,,,,,,,,,,,,
3015,Ranger Robotics,Detroit,Finger Lakes Regional ,3,1652,140.39,53.14,1.00,14.49,93.49,31.59,-1.00,-1.00,-1.00,0.24,6.70,-1.00,4.50,1.00,0.64,0.08,4.36,5.45,10.00,-1.22,0.11,24.27,2.62,3.99,49.88,2.99,2.70,80.85,40.38,0.89,0.73,0.43,0.89,0.86,0.32,1.08,0.94,0.29,12.64,0.60,22.13,8.86,0.47,0.24,0.71,22.67,0.16,-0.24,-0.10,0.22,0.05,4.39,0.82,-1.00,-96611,,,,,,,,,,,,,,,,,,,
3017,Patriots,Detroit,Hudson Valley Regional,4,1451,91.46,-11.46,0.34,0.60,65.49,15.94,-1.00,-1.00,-1.00,-0.08,-1.58,-1.00,1.11,0.33,-0.14,0.01,-0.11,-0.35,-0.51,-3.06,-0.03,43.27,0.63,-0.14,12.18,0.98,2.44,57.74,-9.46,0.56,0.52,0.23,0.57,0.38,0.43,0.59,0.65,0.20,7.75,0.78,9.60,5.55,0.08,0.25,0.33,12.08,-0.01,1.89,0.96,0.30,0.19,16.99,9.44,-1.00,147,,,,,,,,,,,,,,,,,,,
3018,Nordic Storm,Detroit,Medtronic Foundation Regional,5,1514,73.63,-21.28,0.21,4.98,68.72,9.75,-1.00,-1.00,-1.00,0.26,-5.06,-1.00,3.49,0.67,0.54,0.11,0.21,0.63,1.50,-4.35,-0.11,34.87,1.19,2.37,23.00,-0.07,-1.24,59.00,2.04,0.19,0.65,-0.04,1.00,0.85,0.44,0.25,0.44,0.25,9.72,2.73,-3.45,10.46,0.00,0.31,0.31,11.67,-0.08,0.63,0.03,0.46,-0.40,14.69,-9.83,-1.00,1258,,,,,,,,,,,,,,,,,,,
3019,Firebirds,Houston,Arizona West Regional,6,1442,58.94,-42.61,0.08,5.58,37.02,7.40,-1.00,-1.00,-1.00,0.30,23.69,-1.00,4.21,0.95,0.85,0.09,-0.16,-0.03,1.37,-1.49,0.12,31.99,1.31,2.73,-8.23,1.32,-0.10,26.39,-21.13,0.35,0.27,0.33,0.87,1.13,0.18,0.68,0.74,0.16,10.63,2.83,-4.10,8.68,0.16,0.25,0.40,13.95,-0.04,0.04,-0.28,0.94,0.41,23.62,8.94,-1.00,2287,,,,,,,,,,,,,,,,,,,
3019,Firebirds,Houston,Arizona North Regional,2,1515,93.81,-29.26,0.07,4.64,66.15,14.28,-1.00,-1.00,-1.00,0.36,11.88,-1.00,2.67,0.67,0.94,0.11,0.04,-1.28,1.97,10.28,0.06,50.88,-0.58,2.99,6.85,-0.96,0.07,60.78,5.32,0.02,0.10,0.24,0.75,0.76,0.34,0.33,0.22,0.38,5.37,0.18,6.59,7.51,0.22,0.20,0.43,13.33,0.00,0.73,0.06,0.79,0.34,23.31,8.72,-1.00,1951,,,,,,,,,,,,,,,,,,,
3021,The  Agency,Houston,Las Vegas Regional,4,1542,131.81,21.52,0.72,5.10,83.14,17.98,-1.00,-1.00,-1.00,0.28,-3.14,-1.00,4.36,0.87,0.88,0.22,-0.51,-0.33,0.74,-0.05,0.09,36.50,1.28,0.71,35.15,1.09,0.77,73.13,9.53,0.53,0.48,0.28,0.87,0.76,0.42,0.86,0.76,0.01,10.01,0.87,8.19,8.92,0.27,0.27,0.53,17.67,0.06,0.77,1.65,0.08,0.69,5.86,25.59,-1.00,511,,,,,,,,,,,,,,,,,,,
3021,The  Agency,Houston,San Diego Regional presented by Qualcomm,2,1568,141.97,88.40,1.09,-0.60,124.45,19.29,-1.00,-1.00,-1.00,0.37,11.18,-1.00,2.58,0.80,-1.44,-0.12,-0.15,-1.51,-3.18,0.99,-0.08,44.14,0.67,0.45,68.19,0.69,1.56,114.34,108.74,0.31,0.33,0.22,1.20,1.07,0.40,0.53,0.62,0.15,10.11,2.66,4.58,12.05,0.20,0.15,0.35,13.00,0.02,0.27,-0.01,0.87,-0.04,23.14,-1.17,-1.00,511,,,,,,,,,,,,,,,,,,,
3023,STARK Industries,Detroit,Medtronic Foundation Regional,5,1492,73.84,19.38,0.71,5.00,50.61,2.58,-1.00,-1.00,-1.00,0.23,-1.91,-1.00,4.22,1.00,-0.62,-0.09,1.00,0.79,0.77,4.52,0.12,11.72,0.09,2.01,32.99,-0.47,0.86,47.58,8.77,0.21,0.09,0.35,0.47,0.45,0.30,0.27,0.08,0.45,3.04,2.02,-3.77,4.33,0.00,0.20,0.20,6.67,0.01,0.81,-0.08,0.82,0.64,24.56,15.65,-1.00,117,,,,,,,,,,,,,,,,,,,
3024,My Favorite Team,Houston,Pacific Northwest District Championship,6,1534,109.80,-15.14,0.54,11.95,80.43,16.50,-1.00,-1.00,-1.00,0.40,0.47,-1.00,5.49,1.00,2.78,0.32,0.45,0.79,6.46,0.82,0.38,43.52,-0.46,3.84,17.74,3.53,0.90,65.99,-6.63,0.89,0.84,0.21,0.65,0.91,0.24,0.85,1.14,0.06,14.44,0.67,8.53,7.30,0.00,0.50,0.50,15.83,-0.06,0.42,-0.17,0.02,0.07,2.72,0.88,-1.00,,,,,,,,,,,,,,,,,,,,
3024,My Favorite Team,Houston,PNW District Lake Oswego Event,5,1540,131.44,54.52,0.87,15.51,83.28,17.34,-1.00,-1.00,-1.00,0.44,4.47,-1.00,5.34,1.00,4.34,0.42,0.74,0.91,10.17,7.23,0.42,34.34,-0.68,1.52,35.11,-0.34,1.55,72.52,27.13,-0.20,0.40,-0.03,1.43,1.34,0.29,0.41,0.41,0.31,10.76,1.83,3.72,11.79,0.07,0.30,0.37,12.50,-0.01,1.54,1.01,-0.01,0.41,7.45,15.31,-1.00,-71512,,,,,,,,,,,,,,,,,,,
3024,My Favorite Team,Houston,PNW District Wilsonville Event,2,1496,36.96,-96.64,0.36,3.17,10.89,7.79,-1.00,-1.00,-1.00,0.26,-15.90,-1.00,4.80,1.00,-0.83,0.00,0.02,-0.13,-1.63,-3.95,0.05,5.89,-0.07,-1.07,2.86,1.11,-0.51,7.17,-89.87,0.20,0.15,0.37,0.38,0.62,0.34,-0.03,-0.02,0.20,3.72,2.46,1.19,4.15,0.05,0.24,0.29,10.53,0.00,1.05,-0.17,-0.05,0.64,3.88,15.10,-1.00,-71512,,,,,,,,,,,,,,,,,,,
3026,Orange Crush Robotics,Detroit,Medtronic Foundation Regional,5,1613,219.38,176.55,2.08,20.11,157.00,22.13,-1.00,-1.00,-1.00,0.48,0.77,-1.00,6.69,1.00,5.61,0.72,1.10,1.16,13.42,12.01,0.81,78.39,-1.47,2.63,61.60,1.66,1.55,144.17,127.65,0.30,0.51,0.18,1.00,0.92,0.41,0.83,1.14,0.00,12.83,3.35,8.40,10.38,0.27,0.14,0.41,15.00,0.01,0.76,-0.17,0.11,0.84,6.48,20.14,-1.00,759,,,,,,,,,,,,,,,,,,,
3026,Orange Crush Robotics,Detroit,Iowa Regional,4,1478,78.08,-27.38,0.58,10.35,38.52,5.20,-1.00,-1.00,-1.00,0.39,22.56,-1.00,5.50,1.00,1.74,0.32,0.68,-0.67,4.85,5.50,0.31,30.80,1.50,0.79,5.81,-1.24,-0.02,37.38,-21.50,-0.06,-0.05,0.30,-0.05,0.13,0.25,0.38,0.15,0.27,1.14,1.09,4.59,-0.49,0.00,0.17,0.17,8.33,0.02,0.29,-0.23,0.22,1.01,6.92,24.02,-1.00,759,,,,,,,,,,,,,,,,,,,
3028,Robot Commando Squad,Houston,Alamo Regional,6,1346,30.11,-133.53,-0.35,5.43,6.53,9.65,-1.00,-1.00,-1.00,0.22,-7.00,-1.00,4.56,0.90,0.52,-0.01,-0.08,-0.15,0.87,-2.37,0.02,15.05,-0.38,-1.21,-10.80,-0.70,-0.39,2.65,-99.59,-0.21,-0.09,0.31,0.82,1.09,0.17,-0.12,-0.23,0.34,3.88,3.80,-2.39,8.24,0.00,0.28,0.28,10.50,-0.03,1.67,0.14,0.73,0.31,26.71,8.50,-1.00,-26,,,,,,,,,,,,,,,,,,,
3029,T-STEM Titans,Houston,El Paso Regional,5,1409,76.34,-89.97,-0.11,5.74,39.34,17.59,-1.00,-1.00,-1.00,0.16,-14.09,-1.00,3.59,0.67,1.15,0.13,-0.07,-0.71,2.16,-4.47,-0.01,15.79,2.92,-0.92,15.99,2.85,-0.31,30.56,-63.00,0.81,0.81,0.38,1.11,0.97,0.43,-0.10,-0.02,0.27,8.77,2.97,3.53,11.10,0.00,0.39,0.39,13.75,0.05,-0.35,1.84,0.63,0.18,13.95,13.67,-1.00,14,,,,,,,,,,,,,,,,,,,
3034,Galileo,Houston,FIRST Israel District Championship,4,1600,81.23,-13.05,0.42,4.25,50.38,24.14,-1.00,-1.00,-1.00,0.37,20.32,-1.00,5.06,1.00,0.84,0.11,-1.25,-2.36,-0.81,-0.89,0.16,25.86,2.16,0.83,12.88,2.19,1.60,41.17,-15.26,0.75,0.74,0.19,0.62,0.51,0.40,0.63,0.59,0.20,9.20,0.46,17.07,6.62,0.55,0.17,0.71,22.27,0.06,0.81,0.75,0.27,-0.05,10.94,2.46,-1.00,,,,,,,,,,,,,,,,,,,,
3034,Galileo,Houston,ISR District Event #3,2,1624,132.33,82.89,0.75,10.80,106.27,10.47,-1.00,-1.00,-1.00,0.37,12.98,-1.00,4.68,1.00,3.57,0.36,-0.51,-0.16,6.12,2.61,0.24,47.26,1.33,1.96,46.32,-0.96,3.46,99.00,69.04,0.06,0.08,0.26,0.50,0.53,0.29,0.99,0.84,0.22,7.27,1.31,4.14,5.02,0.08,0.27,0.35,11.15,-0.02,-0.30,0.55,-0.29,0.08,-8.85,4.88,-1.00,75,,,,,,,,,,,,,,,,,,,
3034,Galileo,Houston,ISR District Event #1,1,1547,113.10,26.30,0.25,1.55,95.95,19.37,-1.00,-1.00,-1.00,0.34,-9.51,-1.00,3.48,0.94,-0.98,-0.13,0.02,0.15,-1.93,-3.88,-0.19,42.54,1.30,2.67,37.42,1.23,2.00,84.63,22.20,0.34,0.29,0.40,1.07,1.08,0.36,0.97,0.89,0.20,11.32,2.26,6.37,10.74,0.06,0.20,0.26,10.00,-0.01,0.23,0.59,-0.06,-0.27,-0.27,-3.76,-1.00,75,,,,,,,,,,,,,,,,,,,
3035,Droid Rage,Houston,Alamo Regional,6,1460,73.96,-49.27,0.14,6.64,47.01,4.79,-1.00,-1.00,-1.00,0.55,1.36,-1.00,4.76,0.71,0.94,0.05,0.00,0.15,1.88,-3.45,0.05,34.41,1.21,2.40,2.25,0.64,-0.64,38.42,-31.77,0.18,0.93,0.07,0.18,0.43,0.20,-0.05,0.36,0.18,8.59,1.38,1.62,1.79,0.00,0.23,0.23,7.50,0.01,-0.39,0.90,1.25,0.44,29.22,15.52,-1.00,683,,,,,,,,,,,,,,,,,,,
3036,DROBA Warriors,Detroit,Northern Lights Regional,2,1490,65.91,-10.79,0.19,0.45,44.67,13.08,-1.00,-1.00,-1.00,-0.03,9.80,-1.00,1.82,0.67,-0.55,-0.10,-0.13,-1.05,-1.36,0.03,-0.11,23.47,1.37,-1.41,17.53,2.35,-0.23,39.36,-18.09,0.54,0.57,0.32,0.78,0.69,0.36,-0.39,-0.20,0.31,5.31,3.76,2.65,6.66,0.00,0.28,0.28,12.78,0.03,0.50,1.91,-0.36,-0.07,-6.36,7.72,-1.00,153,,,,,,,,,,,,,,,,,,,
3037,GLOBOTS,Houston,Dallas Regional,1,1455,27.23,-12.50,0.09,3.75,-4.58,8.70,-1.00,-1.00,-1.00,0.34,45.33,-1.00,3.03,0.67,-1.22,-0.21,1.58,2.19,0.72,-4.62,-0.07,10.45,1.94,-0.48,-15.14,0.66,-1.89,-7.05,-21.18,0.33,0.31,0.26,0.45,0.37,0.32,-0.46,-0.18,0.10,2.47,2.46,1.76,4.48,0.11,0.15,0.26,8.89,0.07,-0.44,-0.24,0.24,0.82,3.79,19.36,-1.00,56,,,,,,,,,,,,,,,,,,,
3038,ICE,Detroit,Medtronic Foundation Regional,5,1584,150.35,52.04,0.86,7.08,105.61,20.85,-1.00,-1.00,-1.00,0.29,2.74,-1.00,3.87,0.93,0.18,0.15,1.42,2.00,3.21,1.57,0.21,48.76,3.14,5.69,24.05,6.22,1.99,80.50,26.74,1.46,1.55,0.41,1.83,1.71,0.43,0.96,1.76,0.04,25.11,4.34,-3.06,19.57,0.00,0.42,0.42,15.67,-0.06,0.97,-0.35,0.26,0.74,11.42,16.81,-1.00,138,,,,,,,,,,,,,,,,,,,
3039,Wildcat Robotics,Houston,Bayou Regional,4,1599,111.81,37.28,0.31,5.90,89.96,13.57,-1.00,-1.00,-1.00,0.25,15.58,-1.00,3.46,0.92,1.29,0.20,-0.07,-0.08,2.44,3.15,-0.05,32.00,-0.96,0.88,46.28,-1.21,4.25,83.41,69.61,-0.27,-0.24,0.23,0.06,0.20,0.30,1.13,1.35,0.06,6.54,2.42,10.58,0.57,0.33,0.15,0.49,16.67,0.00,1.21,-0.07,0.67,0.11,22.80,2.37,-1.00,423,,,,,,,,,,,,,,,,,,,
3039,Wildcat Robotics,Houston,Arkansas Rock City Regional,2,1591,110.61,22.41,0.65,8.64,64.89,14.62,-1.00,-1.00,-1.00,0.36,5.19,-1.00,4.47,0.75,2.24,0.21,-0.16,-0.16,4.17,3.48,0.24,35.59,-1.33,0.57,18.90,-0.42,1.64,56.71,2.54,-0.16,0.05,0.14,0.89,0.82,0.39,0.36,0.76,0.00,8.18,1.74,4.03,8.85,0.17,0.24,0.40,15.83,-0.04,1.47,0.93,0.01,0.71,7.55,22.47,-1.00,313,,,,,,,,,,,,,,,,,,,
3042,Cobalt Catalysts,Detroit,Minnesota North Star Regional,5,1616,125.05,46.83,0.74,16.71,95.46,5.60,-1.00,-1.00,-1.00,0.45,17.41,-1.00,6.45,1.00,4.89,0.44,0.23,-0.55,10.26,7.81,0.48,51.82,-0.46,1.89,29.41,1.79,2.12,85.23,53.74,0.48,0.51,0.24,0.72,0.62,0.43,1.12,0.92,0.19,10.23,3.72,-6.15,8.03,0.08,0.25,0.33,12.50,0.02,-0.06,-0.16,0.23,0.32,5.57,7.26,-1.00,1570,,,,,,,,,,,,,,,,,,,
3042,Cobalt Catalysts,Detroit,Lake Superior Regional,2,1604,113.16,27.60,0.82,13.83,83.02,14.05,-1.00,-1.00,-1.00,0.18,16.56,-1.00,5.61,1.00,3.50,0.43,0.61,0.76,8.22,-0.92,0.38,39.68,3.12,0.54,33.67,-0.48,2.01,75.90,37.47,0.16,0.29,0.29,0.57,0.73,0.19,0.60,0.41,0.26,7.12,0.84,7.25,5.96,0.27,0.24,0.52,16.82,-0.02,0.96,1.25,-0.21,-0.16,-0.42,2.27,-1.00,1570,,,,,,,,,,,,,,,,,,,
3043,Dragons,Houston,El Paso Regional,5,1474,91.54,2.73,0.30,6.22,63.65,13.89,-1.00,-1.00,-1.00,0.27,-5.87,-1.00,1.93,0.42,1.92,0.22,0.23,0.99,4.29,-0.26,-0.20,34.95,-0.16,0.08,21.40,1.77,1.07,57.51,-13.67,0.36,0.11,0.40,1.15,1.07,0.38,0.05,0.05,0.30,6.15,3.40,-1.05,11.53,0.08,0.32,0.40,14.17,-0.05,0.72,0.29,-0.48,0.25,-8.45,7.77,-1.00,67,,,,,,,,,,,,,,,,,,,
